Dialogue_ID,Utterance_ID,Knowledge
5,7,"[""Yeah.\n\nMonica Geller: What you guys don't understand is, for us, kissing is as important as any part of it."", 'Exactly.\n\nMonica Geller: I think you guys are underestimating the importance of kissing.', ""Exactly.\n\nMonica Geller: What you guys don't understand is, for us, kissing is as important as any part of it.\nJoey Tribbiani: Yeah, right!.......Y'serious?\nPhoebe Buffay: Oh, yeah!\nRachel Green: Everything you"", ""Yeah.\n\nMonica Geller: You guys don't understand. For us, kissing is as important as any part of it."", 'Yeah.\n\nMonica Geller: I think you guys are underestimating the importance of kissing.', ""Exactly.\n\nMonica Geller: So you guys don't think kissing is important?""]"
6,0,
6,1,
6,2,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,"[""Well, we're not looking for the comedian."", 'You know what? I think what Chandler is trying to say is that, for men, the end is the beginning, and for women, the beginning is the end.\n\nMonica Geller: I think what Chandler is trying to say is that, for men, the end is the beginning, and for women', ""Well, see, that's where you're wrong, because to us, the comedian is the whole show."", 'That is so not true!', 'Well, that is not true!', 'Oh, come on! You guys are just too used to getting laid!', 'Oh, come on! That is not true!\n\nMonica Geller: Well, what do you guys think kissing is like?', 'Oh, come on! That is not true!\n\nMonica Geller: That is so true!']"
7,0,
7,1,
7,2,
7,3,
7,4,
7,5,
7,6,
7,7,
7,8,
7,9,"[""Hey, that's not fair!"", ""Yeah, right!.......Y'serious?""]"
8,0,
8,1,
8,2,"[""Yeah, I know, I know, it's just-\n\nI don't want to make her angry."", ""I'm sure she does, but that doesn't give her the right to be angry all the time."", ""Yeah, I know, I know, it's just-\n\nI don't want to upset her."", ""Yeah, I know, I know, it's just-\n\nRoss Geller: It's just that I don't want her to be angry at me."", ""Yeah, I know, I know, it's just-\n\nI'm just worried about her."", ""I don't want to get on her bad side."", ""Yeah, I know, I know, it's just-\n\nRoss Geller: I'm just worried about her.""]"
9,0,
9,1,
9,2,
9,3,"['Yes, she does.', ""Yeah, she's very angry."", 'Yes, she does.\n\n\n\nRoss Geller: I see.', ""Yeah, she's very unhappy.\n\nRoss Geller: Yeah, I can see that."", ""Yeah, she's very unhappy.\n\nRoss Geller: I see.""]"
10,0,
10,1,
10,2,
10,3,
10,4,"['I see what you mean.', '____________________________________________________\n\n""I can see why she might be a little angry.""', '____________________________________________\n\n""I can see why she might be a little angry.""', '___________________________________________________\n\n""I can see why she might be a little angry.""']"
11,0,
11,1,
11,2,
11,3,
11,4,
11,5,"['I see what you mean.', 'Ross, you are so naïve.', ""Ross, I think you're missing the point."", ""I guess you're right."", ""Ross, I'm not an idiot."", ""Ross, you're not being sensitive."", 'Ross, you are not being sensitive.']"
12,0,
12,1,
12,2,
12,3,
12,4,
12,5,
12,6,"['Oh, yeah.', 'Oh, God.', 'Yes, it is my ex-wife.', 'Yes, it is.']"
13,0,
13,1,
13,2,
13,3,
13,4,
13,5,
13,6,
13,7,"['Oh, sorry.', 'Yes, it is. I saw her on TV.', ""Ross, she's headed this way.\n\nRoss Geller: Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?"", ""Yes, it is. And she's headed this way.\n\nRoss Geller: Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?"", ""Oh, then who's the tramp?""]"
14,0,
14,1,
14,2,
14,3,
14,4,
14,5,
14,6,
14,7,
14,8,"['Marsha, no.', 'Marsha, please.', ""Marsha, don't-""]"
15,0,
15,1,
15,2,
15,3,
15,4,
15,5,
15,6,
15,7,
15,8,
15,9,
15,10,['Ross.']
16,0,
16,1,
16,2,
16,3,
16,4,
16,5,
16,6,
16,7,
16,8,
16,9,
16,10,
16,11,"[""Yeah.\nCarol Willick: How's the job?\nRoss Geller: Oh, it's good. Yeah, it's good."", ""Yeah.\nCarol Willick: I'm, uh, I'm here with Susan.\nRoss Geller: Yeah, I know, I saw.\nCarol Willick: You did?\nRoss Geller: Yeah.\nCarol Willick: Oh."", ""Yeah.\nCarol Willick: I'm, uh, I'm getting remarried.\nRoss Geller: Oh, wow. That's- that's great. That's- that's really great."", 'So.', 'Yeah.']"
17,0,
17,1,
17,2,
17,3,
17,4,
17,5,
17,6,
17,7,
17,8,
17,9,
17,10,
17,11,
17,12,"[""I'll bet."", 'Well, I work out.', 'You look like hell.', ""I'm not here to see you, Ross."", 'You were staring.', 'You should.', 'I know.', 'You have a lot of nerve coming here.', 'Oh, come on.']"
18,0,
18,1,
18,2,
18,3,
18,4,
18,5,
18,6,
18,7,
18,8,
18,9,
18,10,
18,11,
18,12,
18,13,"['Thanks.', 'Yeah.']"
19,0,
19,1,
19,2,
19,3,
19,4,
19,5,
19,6,
19,7,
19,8,
19,9,
19,10,
19,11,
19,12,
19,13,
19,14,"[""I'm getting married.\nRoss Geller: What?"", ""Ross, I'm getting married."", ""I'm getting married.\nRoss Geller: Oh.""]"
20,0,
20,1,
20,2,
20,3,
20,4,
20,5,
20,6,
20,7,
20,8,
20,9,
20,10,
20,11,
20,12,
20,13,
20,14,
20,15,['Yeah.']
21,0,
21,1,
21,2,
21,3,
21,4,
21,5,
21,6,
21,7,
21,8,
21,9,
21,10,
21,11,
21,12,
21,13,
21,14,
21,15,
21,16,"[""Oh, we're good. We're good. And, uh, you?\nRoss Geller: Oh, we're good. Yeah. Yeah, we're all good."", ""Oh, we're good. We're good. You know, uh... Susan's getting big.\nRoss Geller: Yeah, I saw her picture. She's, uh... she's a beautiful kid."", ""Oh, we're good. We're good. You know, uh... Susan's getting big.\nRoss Geller: Yeah, I saw her picture. She's, uh... she's beautiful."", ""Oh, they're good. They're good. You know, uh... Ben's starting to talk.\nCarol Willick: I didn't know you were gonna be here.\nRoss Geller: Yeah, I, uh... I just, uh... I came with Marsha.\nCarol Willick"", ""Oh, they're good. They miss you.\nRoss Geller: Oh, well, tell them I said hi.\nCarol Willick: I will."", ""Oh, we're good. We're good. You know, uh... Susan's getting big.\nRoss Geller: Yeah, I know, I saw her last week.\n\nCarol Willick: So, how are you?"", ""Oh, they're good. They're good."", ""Oh, we're fine. You know, we're, uh... we're good."", ""Oh, we're good. We're good. You know, uh... Susan's getting big.\nRoss Geller: Yeah, I know, I saw her last week.\n\nCarol Willick: So, Ross, how have you been?"", ""Oh, we're good. We're good. You know, uh... Susan's getting big.\nRoss Geller: Yeah, I know, I saw her last week.\n\nCarol Willick: So.\nRoss Geller: You look great. I, uh... I hate that.\nCar""]"
22,0,
22,1,
22,2,
22,3,
22,4,
22,5,
22,6,
22,7,
22,8,
22,9,
22,10,
22,11,
22,12,
22,13,
22,14,
22,15,
22,16,
22,17,"[""Oh, and the baby?\nCarol Willick: She's good.\nRoss Geller: Oh, she's good."", ""Oh, and what?\nCarol Willick: We're getting a divorce."", 'Oh, and the, uh, the baby?\nCarol Willick: Oh, yeah, the baby.', ""Oh, and the, uh, the baby?\nCarol Willick: Oh, Ben is great. You should come over and see him sometime.\nRoss Geller: Yeah, I'd like that."", 'Oh, and the, uh, the, uh, the what?\nCarol Willick: The baby.\nRoss Geller: Oh, yeah, the baby.', 'Oh, and the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the, uh, the', ""Oh, and the, uh, the, uh, the baby?\nCarol Willick: Oh, yeah, the baby's great."", 'Oh, and the baby?\nCarol Willick: Oh, yeah, the baby.']"
23,0,
23,1,
23,2,
23,3,
23,4,
23,5,
23,6,
23,7,
23,8,
23,9,
23,10,
23,11,
23,12,
23,13,
23,14,
23,15,
23,16,
23,17,
23,18,"['I came to see the dinosaurs.', 'Oh, I, uh... I was in the neighborhood.', ""I'm getting a divorce."", ""Oh, I'm on a date.\nRoss Geller: Oh.\nCarol Willick: But it's not going well.\nRoss Geller: Oh, I'm sorry.\nCarol Willick: Well, I'm not."", ""I'm here with my date.\nRoss Geller: Oh, your date.""]"
24,0,
24,1,
24,2,
24,3,
24,4,
24,5,
24,6,
24,7,
24,8,
24,9,
24,10,
24,11,
24,12,
24,13,
24,14,
24,15,
24,16,
24,17,
24,18,
24,19,"[""You're- you're- you're-\nCarol Willick: Pregnant."", ""You're- you're- you're-\nCarol Willick: I'm pregnant."", ""You're- you're- you're-\nCarol Willick: I'm having your baby, Ross."", ""You're- you're-\nCarol Willick: I'm having your baby, Ross.""]"
25,0,
25,1,
25,2,"['Oh, Ross.\n\nRoss Geller: Oh, sorry. Hi, Carol.', 'Oh, Ross.\n\nRoss Geller: Hey.', 'Oh, Ross.\n\nRoss Geller: Oh, hey Carol.']"
26,0,
26,1,
26,2,
26,3,"['Oh, right. Hi.', 'Oh, right. \n\nHi.', 'Oh, right. Yeah.\n\nHi.', 'Oh, yeah. Hi.']"
27,0,
27,1,
27,2,
27,3,
27,4,"['Nice to see you again.', 'Hi, Ross.', ""I'm sorry, I don't think we've met.\n\nRoss Geller: Nice to meet you."", ""I'm sorry, I don't think we've met.\n\nRoss Geller: Hi, I'm Ross."", ""I'm sorry, I don't think we've met.\n\nCarol Willick: Ross, you remember Susan.\nRoss Geller: How could I forget?"", ""I'm so sorry about your wife.\n\nRoss Geller: It's good to see you again, Susan.""]"
28,0,
28,1,
28,2,
28,3,
28,4,
28,5,"['Hi.', 'Hey.']"
29,0,
29,1,
29,2,
29,3,
29,4,
29,5,
29,6,"[""Oh, right.\n\nWe're just waiting for Rachel."", ""Oh, yeah. Our table's not ready yet."", 'Oh, yeah. Our new roommate, Joey Tribbiani.', ""Oh, yeah. Rachel. She's on her way."", ""Oh, right.\n\nCarol Willick: We're just waiting for Rachel."", 'Oh, right. Our guest.']"
30,0,
30,1,
30,2,
30,3,
30,4,
30,5,
30,6,
30,7,"['Oh, yeah.']"
31,0,
31,1,
31,2,
31,3,
31,4,
31,5,
31,6,
31,7,
31,8,"['She.', ""He'll be here any minute.""]"
32,0,
32,1,
32,2,
32,3,
32,4,
32,5,
32,6,
32,7,
32,8,
32,9,"['Oh, she. Sorry.', 'Oh, she. Okay.', 'Oh, right, she.']"
33,0,
33,1,
33,2,
33,3,
33,4,
33,5,
33,6,
33,7,
33,8,
33,9,
33,10,"['Yes, I told her everything.', ""Yes, we've been over it a million times.\n\nCarol Willick: Dr. Oberman should be here any minute."", ""She's the best.""]"
34,0,
34,1,
34,2,
34,3,
34,4,
34,5,
34,6,
34,7,
34,8,
34,9,
34,10,
34,11,"['Oh, good.', 'Great.', 'Good, good.']"
35,0,
35,1,
35,2,
35,3,
35,4,
35,5,
35,6,
35,7,
35,8,
35,9,
35,10,
35,11,
35,12,"[""Oh, this is Dr. Oberman.\n\nDr. Oberman: Hello, Ross. I've heard so much about you."", ""What?\nRoss Geller: I just realized I left my briefcase at the office.\n\nCarol Willick: Well, why don't you go back and get it? We can wait here for you."", 'What?\nRoss Geller: I just realized I left my briefcase at the office.\n\nCarol Willick: Well, maybe Dr. Oberman will be running late, too.', ""Oh, good. You're here.\nDr. Oberman: Sorry I'm late."", ""Oh, this is Dr. Oberman.\n\nDr. Oberman: Hi, I'm Dr. Oberman."", ""What?\nRoss Geller: I just realized I left my briefcase at the office.\n\nCarol Willick: Oh, that's too bad."", ""Oh, good. She's here.\n\nDr. Oberman: Hi, I'm Dr. Oberman."", 'Oh, this is Dr. Oberman.\n\nDr. Oberman: Hello, Ross.']"
36,0,
36,1,
36,2,
36,3,
36,4,
36,5,
36,6,
36,7,
36,8,
36,9,
36,10,
36,11,
36,12,
36,13,"[""I'm glad one of us is."", 'Yeah.', ""You're welcome.""]"
37,0,
37,1,
37,2,
37,3,
37,4,
37,5,
37,6,
37,7,
37,8,
37,9,
37,10,
37,11,
37,12,
37,13,
37,14,"['Ross!\n\n""Sorry I\'m late, I was stuck at work. There was this big dinosaur.. thing.. anyway.""', 'Ross!\n\nCarol Willick: Ross, you remember Susan.', 'Ross.\n\nCarol Willick: She.', ""Ross.\n\nRoss Geller: Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?"", ""Ross!\n\nRoss Geller: Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?"", ""Ross.\n\nRoss Geller: So, uh, we're just waiting for...?"", ""Ross!\n\nRoss Geller: So, uh, we're just waiting for...?"", 'Ross.\n\nCarol Willick: Ross, you remember Susan.']"
38,0,
38,1,
38,2,"['Oh, thanks.\n\nRachel Green: Hi, Barry.', 'Hi.\n\nBarry Farber: Hi, Rachel.', ""Hi.\n\nRachel Green: I'm Rachel Green."", ""I'm Rachel Green.\n\nBarry Farber: Hi, Rachel."", 'Oh, I didn\'t know you were here.\n\n""I didn\'t know you were here.""', 'Hi.\n\nRachel Green: Hi.']"
39,0,
39,1,
39,2,
39,3,"[""I'm positive."", ""Yeah, I'm sure."", ""Of course I'm sure."", 'Of course.']"
40,0,
40,1,
40,2,
40,3,
40,4,"['Rachel!', 'Hey Rachel.']"
41,0,
41,1,
41,2,
41,3,
41,4,
41,5,"['Robbie, this is Rachel. Rachel, Robbie.\n\nRobbie: Hi Rachel.', 'Robbie, this is Rachel. Rachel, Robbie.\n\nRobbie: Hey!', 'Robbie, this is Rachel. Rachel, Robbie.\n\nRobbie: Hey.']"
42,0,
42,1,
42,2,
42,3,
42,4,
42,5,
42,6,"[""I'm good. How are you?"", ""I'm good. Thanks for letting me come over."", ""I'm doing well, thank you.""]"
43,0,
43,1,
43,2,
43,3,
43,4,
43,5,
43,6,
43,7,"['Thanks. You too.', 'Thanks, you too.']"
44,0,
44,1,
44,2,
44,3,
44,4,
44,5,
44,6,
44,7,
44,8,"['Hey, Rachel!', ""Barry, are you sure it's okay if I leave early?\n\nBarry Farber: Yeah, it's fine."", ""Barry, the caterers are here.\n\nBarry Farber: I'll be right there, Bernice."", ""Barry, I told you not to bring anyone over!\n\nBarry Farber: Bernice, it's Rachel. She's harmless."", 'Barry, you left the door open!', ""Barry, the car's here.\n\nBarry Farber: I'll be right back."", ""Barry, are you sure it's okay if I leave my stuff here?\n\nBarry Farber: Yeah, it's fine."", ""Barry, I told you not to let anyone in!\n\nBarry Farber: Bernice, it's Rachel. She's cool.""]"
45,0,
45,1,
45,2,
45,3,
45,4,
45,5,
45,6,
45,7,
45,8,
45,9,"[""Oh, for the love of- Bernice, I'll be right there!"", ""I'll be right there."", ""Oh, yeah. I'll be right there.""]"
46,0,
46,1,
46,2,
46,3,
46,4,
46,5,
46,6,
46,7,
46,8,
46,9,
46,10,['Okay.']
47,0,
47,1,
47,2,
47,3,
47,4,
47,5,
47,6,
47,7,
47,8,
47,9,
47,10,
47,11,"['Who?', 'What?!']"
48,0,
48,1,
48,2,"[""Well, like, uh- like, where we're gonna live.\n\nCarol Willick: I don't know, Ross. Where do you want to live?"", ""Well, um, like, what if we can't agree on, like, where to live?\n\nCarol Willick: We'll figure it out."", ""Well, like, uh- like, uh, where we're gonna live.\n\nCarol Willick: We'll figure it out."", ""Well, like, uh- like, what if we can't agree on what color to paint the nursery?\n\nCarol Willick: We'll flip a coin."", ""Well, like, uh- like, what if we can't agree on what color to paint the nursery?\n\nCarol Willick: We'll just flip a coin."", ""Well, like, uh- like where we're gonna live.\n\nCarol Willick: We'll figure it out."", ""Well, like, what if we can't agree on what color to paint the nursery?\n\nCarol Willick: We'll just flip a coin."", ""Well, like, uh- like where we're gonna live.\n\nCarol Willick: I don't know, Ross. Where do you want to live?""]"
49,0,
49,1,
49,2,
49,3,"['You want to name the baby?', ""You'll have to ask Monica."", ""We'll just have to figure it out as we go.""]"
50,0,
50,1,
50,2,
50,3,
50,4,"['You wanna name the baby Marlon?', 'You want to name the baby Marlon?', 'I was thinking about that too.', ""We can't name the baby Marlon!"", 'That was my first choice.']"
51,0,
51,1,
51,2,
51,3,
51,4,
51,5,"['- after my father.', '-after my father.', ""What, you don't like Marlon?""]"
52,0,
52,1,
52,2,
52,3,
52,4,
52,5,
52,6,"['Carol, those are the names of our goldfish!', ""Carol, those are, those are, like, old people's names."", 'Carol, those are, those are the names of our, of our, of our cats.', 'Carol, those are, those are the names of our, of our cats.', 'That is so not funny.', ""You're kidding, right?""]"
53,0,
53,1,
53,2,
53,3,
53,4,
53,5,
53,6,
53,7,"['As in Brando.', 'Yeah.']"
54,0,
54,1,
54,2,
54,3,
54,4,
54,5,
54,6,
54,7,
54,8,"[""That's a, that's a, that's a, that's a, that's a, that's a nice name."", ""Oh, that's nice."", ""Oh, well, that's- that's nice."", ""Oh, that's- that's beautiful."", ""Well, I, I love my grandmother too, but, uh, I was thinking maybe something a little more, y'know, traditional."", ""Well, my grandmother's name was Gladys."", ""That's a, that's a, that's a, that's a stripper's name."", ""That's not a name!""]"
55,0,
55,1,
55,2,
55,3,
55,4,
55,5,
55,6,
55,7,
55,8,
55,9,"[""That was my mother's name.\nRoss Geller: Oh, um, then, uh, what about, uh, uh, Emma?\n\nCarol Willick: I don't like it."", ""That was my grandmother's name.\nRoss Geller: Okay, um, what about, uh, uh, uh, uh, uh, Emma?\n\nCarol Willick: That's a nice name."", 'Julia Geller-Bing?', ""That was my grandmother's name.\nRoss Geller: Well, then, uh, how about, uh, uh.. Ruth?\nCarol Willick: That was my other grandmother's name."", 'Julia?']"
56,0,
56,1,
56,2,
56,3,
56,4,
56,5,
56,6,
56,7,
56,8,
56,9,
56,10,"['Ross!', 'Julia Geller-Green?']"
57,0,
57,1,
57,2,
57,3,
57,4,
57,5,
57,6,
57,7,
57,8,
57,9,
57,10,
57,11,"['What?', ""Well, we're not naming it after your grandmother, we're naming it after mine.\n\nCarol Willick: Ross, we agreed on Minnie."", 'You agreed on Minnie?!', ""Well, I know we agreed on Minnie, but I just- I don't think that that's-\n\nCarol Willick: I'm not changing it."", 'You agreed on Minnie?']"
58,0,
58,1,
58,2,"['Oh, really? Doing what?', ""That's great! Doing what?"", 'Oh, yeah? Doing what?', ""That's great! What do you do?""]"
59,0,
59,1,
59,2,
59,3,"[""Yeah, I'm a waitress at a coffeehouse."", ""Yeah, I'm a waitress at a coffee shop."", ""Yeah, I'm a nanny.""]"
60,0,
60,1,
60,2,
60,3,
60,4,"['I was in the Bahamas.', 'I was in Florida.', 'I went on a cruise.']"
61,0,
61,1,
61,2,
61,3,
61,4,
61,5,"['You did?', 'Oh, wow.', 'You went to Aruba?', 'Oh, that sounds nice.']"
62,0,
62,1,
62,2,
62,3,
62,4,
62,5,
62,6,"[""Well, I-I didn't want to go alone."", ""I-I'm sorry. I-I didn't think you'd want to go."", ""I-I didn't mean to. I-I-I just-"", ""I-I didn't think you'd want to come.""]"
63,0,
63,1,
63,2,
63,3,
63,4,
63,5,
63,6,
63,7,"['Hey, Rachel.', 'Hey, Rach.']"
64,0,
64,1,
64,2,
64,3,
64,4,
64,5,
64,6,
64,7,
64,8,"['Yeah.', 'Robbie.']"
65,0,
65,1,
65,2,
65,3,
65,4,
65,5,
65,6,
65,7,
65,8,
65,9,"['Mindy from the copy place?', 'Oh.', 'Mindy?!']"
66,0,
66,1,
66,2,
66,3,
66,4,
66,5,
66,6,
66,7,
66,8,
66,9,
66,10,"['Yes.', 'Yeah. We had a great time.', 'Yeah.']"
67,0,
67,1,
67,2,
67,3,
67,4,
67,5,
67,6,
67,7,
67,8,
67,9,
67,10,
67,11,"['A thing?', 'You\'re ""kind of a thing"" with my maid of honour?!', ""I'm gonna be sick."", ""You're dating my maid of honour?""]"
68,0,
68,1,
68,2,
68,3,
68,4,
68,5,
68,6,
68,7,
68,8,
68,9,
68,10,
68,11,
68,12,"['Yeah, I got plugs.', 'What?', 'Oh, yeah.']"
69,0,
69,1,
69,2,
69,3,
69,4,
69,5,
69,6,
69,7,
69,8,
69,9,
69,10,
69,11,
69,12,
69,13,"[""Oh, I'm sorry.\n\nBarry Farber: Sorry about that. So. What have you been up to?\nRachel Green: Oh, not much. I-I got a job.\nBarry Farber: Oh, that's great.\nRachel Green: Why are- why are you"", ""I'm sorry.\nBarry Farber: It's okay."", ""Oh my God, you're bald!"", 'Oh my God, you are unbelievable!', ""I-I'm sorry. I-I didn't mean to-\n\nBarry Farber: It's okay. I know it's a lot to take in."", ""Oh, I'm sorry."", ""Oh, I'm sorry.\n\nBarry Farber: I'm sorry, too.""]"
70,0,
70,1,
70,2,
70,3,
70,4,
70,5,
70,6,
70,7,
70,8,
70,9,
70,10,
70,11,
70,12,
70,13,
70,14,"['I know, but these are the new ones. They, uh.. They go in like this.', 'I know, but these are new and improved.', ""I know. It's- it's amazing what you'll do for love."", 'Yeah, well, uh..', 'Yeah, well, uh.. I do what I have to do for Mindy.', ""I know, but these are the new kind. They're disposable."", ""Yeah, well, a lot has changed since you've seen me, Rachel."", 'Well, uh, I had LASIK.', 'I know, but these are the new ones. They just pop right in.', 'Well, I had to make some changes, Rachel.']"
71,0,
71,1,
71,2,
71,3,
71,4,
71,5,
71,6,
71,7,
71,8,
71,9,
71,10,
71,11,
71,12,
71,13,
71,14,
71,15,"['Oh, for what?\n\nBarry Farber: For getting me out of that marriage.']"
72,0,
72,1,
72,2,
72,3,
72,4,
72,5,
72,6,
72,7,
72,8,
72,9,
72,10,
72,11,
72,12,
72,13,
72,14,
72,15,
72,16,"['You were right about everything. I was a jerk, and I was wrong, and I just- I just hope that you can find it in your heart to forgive me.\n\nRachel Green: Well, I forgave you a long time ago, Barry.', ""You were right about everything. I was a jerk and I didn't deserve you.\nRachel Green: Oh, Barry.\n\nBarry Farber: I'm sorry."", ""For getting me out of that marriage.\n\nBarry Farber: Sorry about that. So. What have you been up to?\nRachel Green: Oh, not much. I-I got a job.\nBarry Farber: Oh, that's great.\nRachel Green: Why are- why"", 'For getting me out of that marriage.', 'You really did me a solid by dumping me.\n\nBarry Farber: I went with Mindy.', ""You really opened my eyes.\n\nBarry Farber: Sorry about that. So. What have you been up to?\nRachel Green: Oh, not much. I-I got a job.\nBarry Farber: Oh, that's great.\nRachel Green: Why are- why are you"", ""For, uh.. For getting me out of that. I was really unhappy.\n\nRachel Green: I'm glad you're happy now."", 'For getting me out of that marriage.\n\nBarry Farber: I really wanted to thank you.']"
73,0,
73,1,
73,2,
73,3,
73,4,
73,5,
73,6,
73,7,
73,8,
73,9,
73,10,
73,11,
73,12,
73,13,
73,14,
73,15,
73,16,
73,17,"[""Barry, I-\n\nBarry Farber: But I couldn't do it. And I realized that it was because I still loved you. And I always will."", 'Well, I-I wanted to hurt you too.', ""Oh, Barry.\nBarry Farber: But I couldn't do it. And I realized that it was because I still loved you.\n\nBarry Farber: I realized that it was because I still loved you."", ""What are you trying to say?\nBarry Farber: I'm trying to say that I forgive you."", ""What are you trying to say?\nBarry Farber: I'm trying to say that I realized that it wasn't you I was angry with. It was me. And I just want to thank you.\n\nRachel Green: Well, I'm glad you're happy."", 'Barry, what are you talking about?\nBarry Farber: I was gonna give you a disease.\nRachel Green: What?', ""Well, I-I'm glad you're not anymore.""]"
74,0,
74,1,
74,2,
74,3,
74,4,
74,5,
74,6,
74,7,
74,8,
74,9,
74,10,
74,11,
74,12,
74,13,
74,14,
74,15,
74,16,
74,17,
